Category ID	Manufacturer	Title	Description	Product URL	Image URL	SKU	Availability	Condition	Ship Weight	Ship Cost	Bid	Promotional Code	UPC	Price
88	Swiss Guard	SWISS GUARD de Swiss Guard	Eau de Toilette Vaporisateur 100 ml	http://www.fragrancelover.com/product_info.php?products_id=352613	http://www.parfumwholesale.com/images/photos/147014.jpg	147014	50			14			147014	22.75
88	Tabu	DREAMS de Tabu	Eau de Toilette Vaporisateur 50 ml	http://www.fragrancelover.com/product_info.php?products_id=277333	http://www.parfumwholesale.com/images/photos/120525.jpg	120525	33			14			120525	21.5
88	Tabu	DREAMS de Tabu	Eau de Toilette Vaporisateur 100 ml	http://www.fragrancelover.com/product_info.php?products_id=349442	http://www.parfumwholesale.com/images/photos/127359.jpg	127359	3			14			127359	24.5
88	Ted Lapidus	RUMBA de Ted Lapidus	Eau de Toilette Vaporisateur 100 ml	http://www.fragrancelover.com/product_info.php?products_id=352267	http://www.parfumwholesale.com/images/photos/124542.jpg	124542	12			14			124542	30.5
88	Ted Lapidus	LAPIDUS de Ted Lapidus	Eau de Toilette Vaporisateur 95 ml	http://www.fragrancelover.com/product_info.php?products_id=350914	http://www.parfumwholesale.com/images/photos/118890.jpg	118890	50			14			118890	29.75
88	Ted Lapidus	FOU D'ELLE LAPIDUS de Ted Lapidus	Eau de Toilette Vaporisateur 95 ml	http://www.fragrancelover.com/product_info.php?products_id=349909	http://www.parfumwholesale.com/images/photos/117909.jpg	117909	15			14			117909	33.5
88	Ted Lapidus	TED de Ted Lapidus	Eau de Toilette Vaporisateur 45 ml	http://www.fragrancelover.com/product_info.php?products_id=273670	http://www.parfumwholesale.com/images/photos/127293.jpg	127293	4			14			127293	29.5
88	Ted Lapidus	FANTASME de Ted Lapidus	Eau de Toilette Vaporisateur 95 ml	http://www.fragrancelover.com/product_info.php?products_id=349771	http://www.parfumwholesale.com/images/photos/125310.jpg	125310	31			14			125310	32.75
88	Ted Lapidus	FANTASME de Ted Lapidus	Eau de Toilette Vaporisateur 30 ml	http://www.fragrancelover.com/product_info.php?products_id=349770	http://www.parfumwholesale.com/images/photos/159321.jpg	159321	50			14			159321	24
88	Ted Lapidus	FANTASME LOVELY de Ted Lapidus	Eau de Toilette Vaporisateur 95 ml	http://www.fragrancelover.com/product_info.php?products_id=349768	http://www.parfumwholesale.com/images/photos/196324.jpg	196324	6			14			196324	35.5
88	Ted Lapidus	EXCITED de Ted Lapidus	Eau de Toilette Vaporisateur 30 ml	http://www.fragrancelover.com/product_info.php?products_id=349718	http://www.parfumwholesale.com/images/photos/201375.jpg	201375	5			14			201375	28.5
88	Ted Lapidus	TL POUR LUI de Ted Lapidus	Eau de Toilette Vaporisateur 100 ml	http://www.fragrancelover.com/product_info.php?products_id=352674	http://www.parfumwholesale.com/images/photos/150867.jpg	150867	27			14			150867	34.75
88	Ted Lapidus	TL POUR ELLE de Ted Lapidus	Eau de Parfum Vaporisateur 45 ml	http://www.fragrancelover.com/product_info.php?products_id=352673	http://www.parfumwholesale.com/images/photos/145132.jpg	145132	50			14			145132	27.5
88	Ted Lapidus	BLACK SOUL de Ted Lapidus	Eau de Toilette Vaporisateur 100 ml	http://www.fragrancelover.com/product_info.php?products_id=348347	http://www.parfumwholesale.com/images/photos/182054.jpg	182054	19			14			182054	42.5
