"p.products_id";"products_quantity";"products_model";"products_price";"products_status";"products_ordered";"products_name";"products_description";"products_viewed";"m.manufacturers_name as marque";"p.gender as Gender";"p.gamme";"p.item_size";"p.type as Type";"products_image";"pd.products_id";"EAN";"frais_port"
"348368";"7";"165146";"42.33";"1";"0";"BLUE SEDUCTION de Antonio Banderas 165146";"Eau de Toilette Vaporisateur 100 ml";"0";"Antonio Banderas";"Femmes";"BLUE SEDUCTION";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/165146.jpg";"http://www.parfumreduc.com/product_info.php?products_id=348368";"165146";"14"
"3483681";"7";"1651461";"42.33";"1";"0";"BLUE SEDUCTION de Antonio Banderas 1651461";"Eau de Toilette spray 100 ml";"0";"Antonio Banderas";"Femmes";"BLUE SEDUCTION";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/165146.jpg";"http://www.parfumreduc.com/product_info.php?products_id=348368";"1651461";"14"
"348369";"50";"164868";"47.07";"1";"0";"BLUE SEDUCTION de Antonio Banderas 164868";"Eau de Toilette Vaporisateur 100 ml";"0";"Antonio Banderas";"Hommes";"BLUE SEDUCTION";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/164868.jpg";"http://www.parfumreduc.com/product_info.php?products_id=348369";"164868";"14"
"3483691";"50";"1648681";"47.07";"1";"0";"BLUE SEDUCTION de Antonio Banderas 1648681";"Eau de Toilette spray 100 ml";"0";"Antonio Banderas";"Hommes";"BLUE SEDUCTION";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/164868.jpg";"http://www.parfumreduc.com/product_info.php?products_id=348369";"1648681";"14"
"281308";"48";"207651";"25.36";"1";"0";"SPIRIT de Antonio Banderas 207651";"Eau de Toilette Vaporisateur 30 ml";"29";"Antonio Banderas";"Femmes";"SPIRIT";"30 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/207651.jpg";"http://www.parfumreduc.com/product_info.php?products_id=281308";"207651";"14"
"2813081";"48";"2076511";"25.36";"1";"0";"SPIRIT de Antonio Banderas 2076511";"Eau de Toilette spray 30 ml";"29";"Antonio Banderas";"Femmes";"SPIRIT";"30 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/207651.jpg";"http://www.parfumreduc.com/product_info.php?products_id=281308";"2076511";"14"
"348030";"19";"144512";"24.01";"1";"0";"ANTONIO de Antonio Banderas 144512";"Eau de Toilette Vaporisateur 30 ml";"0";"Antonio Banderas";"Hommes";"ANTONIO";"30 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/144512.jpg";"http://www.parfumreduc.com/product_info.php?products_id=348030";"144512";"14"
"3480301";"19";"1445121";"24.01";"1";"0";"ANTONIO de Antonio Banderas 1445121";"Eau de Toilette spray 30 ml";"0";"Antonio Banderas";"Hommes";"ANTONIO";"30 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/144512.jpg";"http://www.parfumreduc.com/product_info.php?products_id=348030";"1445121";"14"
"349328";"6";"139652";"31.55";"1";"0";"DIAVOLO de Antonio Banderas 139652";"Eau de Toilette Vaporisateur 100 ml";"0";"Antonio Banderas";"Femmes";"DIAVOLO";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/139652.jpg";"http://www.parfumreduc.com/product_info.php?products_id=349328";"139652";"14"
"3493281";"6";"1396521";"31.55";"1";"0";"DIAVOLO de Antonio Banderas 1396521";"Eau de Toilette spray 100 ml";"0";"Antonio Banderas";"Femmes";"DIAVOLO";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/139652.jpg";"http://www.parfumreduc.com/product_info.php?products_id=349328";"1396521";"14"
"349327";"44";"128096";"29.94";"1";"0";"DIAVOLO de Antonio Banderas 128096";"Eau de Toilette Vaporisateur 100 ml";"0";"Antonio Banderas";"Hommes";"DIAVOLO";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/128096.jpg";"http://www.parfumreduc.com/product_info.php?products_id=349327";"128096";"14"
"3493271";"44";"1280961";"29.94";"1";"0";"DIAVOLO de Antonio Banderas 1280961";"Eau de Toilette spray 100 ml";"0";"Antonio Banderas";"Hommes";"DIAVOLO";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/128096.jpg";"http://www.parfumreduc.com/product_info.php?products_id=349327";"1280961";"14"
"349325";"3";"155395";"34.79";"1";"0";"DIAVOLO SO SEXY de Antonio Banderas 155395";"Eau de Toilette Vaporisateur 100 ml";"0";"Antonio Banderas";"Hommes";"DIAVOLO SO SEXY";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/155395.jpg";"http://www.parfumreduc.com/product_info.php?products_id=349325";"155395";"14"
"3493251";"3";"1553951";"34.79";"1";"0";"DIAVOLO SO SEXY de Antonio Banderas 1553951";"Eau de Toilette spray 100 ml";"0";"Antonio Banderas";"Hommes";"DIAVOLO SO SEXY";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/155395.jpg";"http://www.parfumreduc.com/product_info.php?products_id=349325";"1553951";"14"
"352524";"50";"133066";"40.17";"1";"0";"SPIRIT de Antonio Banderas 133066";"Eau de Toilette Vaporisateur 100 ml";"0";"Antonio Banderas";"Hommes";"SPIRIT";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/133066.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352524";"133066";"14"
"3525241";"50";"1330661";"40.17";"1";"0";"SPIRIT de Antonio Banderas 1330661";"Eau de Toilette spray 100 ml";"0";"Antonio Banderas";"Hommes";"SPIRIT";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/133066.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352524";"1330661";"14"
"352523";"15";"147886";"28.32";"1";"0";"SPIRIT de Antonio Banderas 147886";"Eau de Toilette Vaporisateur 50 ml";"0";"Antonio Banderas";"Femmes";"SPIRIT";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/147886.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352523";"147886";"14"
"3525231";"15";"1478861";"28.32";"1";"0";"SPIRIT de Antonio Banderas 1478861";"Eau de Toilette spray 50 ml";"0";"Antonio Banderas";"Femmes";"SPIRIT";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/147886.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352523";"1478861";"14"
"352522";"28";"141708";"26.44";"1";"0";"SPIRIT de Antonio Banderas 141708";"Eau de Toilette Vaporisateur 50 ml";"0";"Antonio Banderas";"Hommes";"SPIRIT";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/141708.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352522";"141708";"14"
"3525221";"28";"1417081";"26.44";"1";"0";"SPIRIT de Antonio Banderas 1417081";"Eau de Toilette spray 50 ml";"0";"Antonio Banderas";"Hommes";"SPIRIT";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/141708.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352522";"1417081";"14"
"352520";"26";"206735";"25.63";"1";"0";"SPIRIT de Antonio Banderas 206735";"Eau de Toilette Vaporisateur 30 ml";"0";"Antonio Banderas";"Hommes";"SPIRIT";"30 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/206735.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352520";"206735";"14"
"3525201";"26";"2067351";"25.63";"1";"0";"SPIRIT de Antonio Banderas 2067351";"Eau de Toilette spray 30 ml";"0";"Antonio Banderas";"Hommes";"SPIRIT";"30 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/206735.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352520";"2067351";"14"
"352517";"16";"193423";"29.4";"1";"0";"SPIRIT NIGHT FEVER de Antonio Banderas 193423";"Eau de Toilette Vaporisateur 50 ml";"0";"Antonio Banderas";"Femmes";"SPIRIT NIGHT FEVER";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/193423.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352517";"193423";"14"
"3525171";"16";"1934231";"29.4";"1";"0";"SPIRIT NIGHT FEVER de Antonio Banderas 1934231";"Eau de Toilette spray 50 ml";"0";"Antonio Banderas";"Femmes";"SPIRIT NIGHT FEVER";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/193423.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352517";"1934231";"14"
"352361";"31";"193233";"43.4";"1";"0";"SEDUCTION IN BLACK de Antonio Banderas 193233";"Eau de Toilette Vaporisateur 100 ml";"0";"Antonio Banderas";"Hommes";"SEDUCTION IN BLACK";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/193233.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352361";"193233";"14"
"3523611";"31";"1932331";"43.4";"1";"0";"SEDUCTION IN BLACK de Antonio Banderas 1932331";"Eau de Toilette spray 100 ml";"0";"Antonio Banderas";"Hommes";"SEDUCTION IN BLACK";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/193233.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352361";"1932331";"14"
"352360";"12";"193234";"35.86";"1";"0";"SEDUCTION IN BLACK de Antonio Banderas 193234";"Eau de Toilette Vaporisateur 50 ml";"0";"Antonio Banderas";"Hommes";"SEDUCTION IN BLACK";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/193234.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352360";"193234";"14"
"3523601";"12";"1932341";"35.86";"1";"0";"SEDUCTION IN BLACK de Antonio Banderas 1932341";"Eau de Toilette spray 50 ml";"0";"Antonio Banderas";"Hommes";"SEDUCTION IN BLACK";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/193234.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352360";"1932341";"14"
"352359";"50";"210210";"26.17";"1";"0";"SEDUCTION IN BLACK de Antonio Banderas 210210";"Eau de Toilette Vaporisateur 30 ml";"0";"Antonio Banderas";"Hommes";"SEDUCTION IN BLACK";"30 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/210210.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352359";"210210";"14"
"3523591";"50";"2102101";"26.17";"1";"0";"SEDUCTION IN BLACK de Antonio Banderas 2102101";"Eau de Toilette spray 30 ml";"0";"Antonio Banderas";"Hommes";"SEDUCTION IN BLACK";"30 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/210210.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352359";"2102101";"14"
"385274";"28";"191328";"28.32";"1";"0";"BLUE SEDUCTION de Antonio Banderas 191328";"Eau de Toilette Vaporisateur 30 ml & Lotion pour le corps 150 ml";"0";"Antonio Banderas";"Femmes";"BLUE SEDUCTION";"30 ml";"Gift Sets";"http://www.parfumwholesale.com/images/photos/191328.jpg";"http://www.parfumreduc.com/product_info.php?products_id=385274";"191328";"14"
"3852741";"28";"1913281";"28.32";"1";"0";"BLUE SEDUCTION de Antonio Banderas 1913281";"Eau de Toilette spray 30 ml & Lotion pour le corps 150 ml";"0";"Antonio Banderas";"Femmes";"BLUE SEDUCTION";"30 ml";"Gift Sets";"http://www.parfumwholesale.com/images/photos/191328.jpg";"http://www.parfumreduc.com/product_info.php?products_id=385274";"1913281";"14"
"385846";"18";"223456";"27.24";"1";"0";"ANTONIO de Antonio Banderas 223456";"Eau de Toilette Vaporisateur 30 ml (TWO PIECES) & Gel douche 75 ml";"0";"Antonio Banderas";"Hommes";"ANTONIO";"75 ml";"Gift Sets";"http://www.parfumwholesale.com/images/photos/223456.jpg";"http://www.parfumreduc.com/product_info.php?products_id=385846";"223456";"14"
"3858461";"18";"2234561";"27.24";"1";"0";"ANTONIO de Antonio Banderas 2234561";"Eau de Toilette spray 30 ml (TWO PIECES) & Gel douche 75 ml";"0";"Antonio Banderas";"Hommes";"ANTONIO";"75 ml";"Gift Sets";"http://www.parfumwholesale.com/images/photos/223456.jpg";"http://www.parfumreduc.com/product_info.php?products_id=385846";"2234561";"14"
"351338";"6";"128994";"44.48";"1";"0";"MNG CUT de Antonio Puig 128994";"Eau de Toilette Vaporisateur 100 ml";"0";"Antonio Puig";"Femmes";"MNG CUT";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/128994.jpg";"http://www.parfumreduc.com/product_info.php?products_id=351338";"128994";"14"
"3513381";"6";"1289941";"44.48";"1";"0";"MNG CUT de Antonio Puig 1289941";"Eau de Toilette spray 100 ml";"0";"Antonio Puig";"Femmes";"MNG CUT";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/128994.jpg";"http://www.parfumreduc.com/product_info.php?products_id=351338";"1289941";"14"
"348052";"19";"119531";"30.48";"1";"0";"AQUA QUORUM de Antonio Puig 119531";"Eau de Toilette Vaporisateur 100 ml";"0";"Antonio Puig";"Hommes";"AQUA QUORUM";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/119531.jpg";"http://www.parfumreduc.com/product_info.php?products_id=348052";"119531";"14"
"3480521";"19";"1195311";"30.48";"1";"0";"AQUA QUORUM de Antonio Puig 1195311";"Eau de Toilette spray 100 ml";"0";"Antonio Puig";"Hommes";"AQUA QUORUM";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/119531.jpg";"http://www.parfumreduc.com/product_info.php?products_id=348052";"1195311";"14"
"352116";"22";"147419";"30.48";"1";"0";"QUORUM SILVER de Antonio Puig 147419";"Eau de Toilette Vaporisateur 100 ml";"0";"Antonio Puig";"Hommes";"QUORUM SILVER";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/147419.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352116";"147419";"14"
"3521161";"22";"1474191";"30.48";"1";"0";"QUORUM SILVER de Antonio Puig 1474191";"Eau de Toilette spray 100 ml";"0";"Antonio Puig";"Hommes";"QUORUM SILVER";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/147419.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352116";"1474191";"14"
"352117";"20";"148059";"35.32";"1";"0";"QUORUM SILVER de Antonio Puig 148059";"Eau de Toilette Vaporisateur 100 ml & Lotion Après-Rasage 100 ml";"0";"Antonio Puig";"Hommes";"QUORUM SILVER";"100 ml";"Gift Sets";"http://www.parfumwholesale.com/images/photos/148059.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352117";"148059";"14"
"3521171";"20";"1480591";"35.32";"1";"0";"QUORUM SILVER de Antonio Puig 1480591";"Eau de Toilette spray 100 ml & Lotion Après-Rasage 100 ml";"0";"Antonio Puig";"Hommes";"QUORUM SILVER";"100 ml";"Gift Sets";"http://www.parfumwholesale.com/images/photos/148059.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352117";"1480591";"14"
"352118";"50";"118566";"27.24";"1";"0";"QUORUM de Antonio Puig 118566";"Eau de Toilette Vaporisateur 50 ml";"0";"Antonio Puig";"Hommes";"QUORUM";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/118566.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352118";"118566";"14"
"3521181";"50";"1185661";"27.24";"1";"0";"QUORUM de Antonio Puig 1185661";"Eau de Toilette spray 50 ml";"0";"Antonio Puig";"Hommes";"QUORUM";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/118566.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352118";"1185661";"14"
"352119";"50";"120169";"30.48";"1";"0";"QUORUM de Antonio Puig 120169";"Eau de Toilette Vaporisateur 100 ml";"0";"Antonio Puig";"Hommes";"QUORUM";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/120169.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352119";"120169";"14"
"3521191";"50";"1201691";"30.48";"1";"0";"QUORUM de Antonio Puig 1201691";"Eau de Toilette spray 100 ml";"0";"Antonio Puig";"Hommes";"QUORUM";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/120169.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352119";"1201691";"14"
"352120";"34";"164421";"35.86";"1";"0";"QUORUM de Antonio Puig 164421";"Eau de Toilette Vaporisateur 100 ml & Baume après-Rasage 100 ml & Gel douche 100 ml";"0";"Antonio Puig";"Hommes";"QUORUM";"100 ml";"Gift Sets";"http://www.parfumwholesale.com/images/photos/164421.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352120";"164421";"14"
"3521201";"34";"1644211";"35.86";"1";"0";"QUORUM de Antonio Puig 1644211";"Eau de Toilette spray 100 ml & Baume après-Rasage 100 ml & Gel douche 100 ml";"0";"Antonio Puig";"Hommes";"QUORUM";"100 ml";"Gift Sets";"http://www.parfumwholesale.com/images/photos/164421.jpg";"http://www.parfumreduc.com/product_info.php?products_id=352120";"1644211";"14"
"347846";"20";"120830";"45.56";"1";"0";"AGUA BRAVA de Antonio Puig 120830";"COLOGNE 350 ml";"0";"Antonio Puig";"Hommes";"AGUA BRAVA";"350 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/120830.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347846";"120830";"14"
"347847";"6";"125976";"40.17";"1";"0";"AGUA BRAVA de Antonio Puig 125976";"COLOGNE 200 ml";"0";"Antonio Puig";"Hommes";"AGUA BRAVA";"200 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/125976.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347847";"125976";"14"
"347848";"50";"117007";"32.9";"1";"0";"AGUA BRAVA de Antonio Puig 117007";"Eau de Cologne Vaporisateur 100 ml";"0";"Antonio Puig";"Hommes";"AGUA BRAVA";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/117007.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347848";"117007";"14"
"3478481";"50";"1170071";"32.9";"1";"0";"AGUA BRAVA de Antonio Puig 1170071";"Eau de Cologne spray 100 ml";"0";"Antonio Puig";"Hommes";"AGUA BRAVA";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/117007.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347848";"1170071";"14"
"347856";"50";"133449";"28.32";"1";"0";"AGUA LAVANDA PUIG de Antonio Puig 133449";"COLOGNE 755 ml";"0";"Antonio Puig";"Unisex";"AGUA LAVANDA PUIG";"755 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/133449.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347856";"133449";"14"
"347857";"47";"133450";"22.13";"1";"0";"AGUA LAVANDA PUIG de Antonio Puig 133450";"2 Savons plus 1 gratuit (chacun est ) 130 ml";"0";"Antonio Puig";"Unisex";"AGUA LAVANDA PUIG";"130 ml";"Gift Sets";"http://www.parfumwholesale.com/images/photos/133450.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347857";"133450";"14"
"348032";"50";"124970";"40.71";"1";"0";"ANUCCI de Anucci 124970";"Eau de Toilette Vaporisateur 100 ml";"0";"Anucci";"Hommes";"ANUCCI";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/124970.jpg";"http://www.parfumreduc.com/product_info.php?products_id=348032";"124970";"14"
"3480321";"50";"1249701";"40.71";"1";"0";"ANUCCI de Anucci 1249701";"Eau de Toilette spray 100 ml";"0";"Anucci";"Hommes";"ANUCCI";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/124970.jpg";"http://www.parfumreduc.com/product_info.php?products_id=348032";"1249701";"14"
"351862";"50";"180597";"29.67";"1";"0";"PINK SUGAR de Aquolina 180597";"SHIMMERING PERFUME ROLL-ON 50 ml";"0";"Aquolina";"Femmes";"PINK SUGAR";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/180597.jpg";"http://www.parfumreduc.com/product_info.php?products_id=351862";"180597";"14"
"351860";"50";"139493";"42.33";"1";"0";"PINK SUGAR de Aquolina 139493";"Eau de Toilette Vaporisateur 100 ml";"0";"Aquolina";"Femmes";"PINK SUGAR";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/139493.jpg";"http://www.parfumreduc.com/product_info.php?products_id=351860";"139493";"14"
"3518601";"50";"1394931";"42.33";"1";"0";"PINK SUGAR de Aquolina 1394931";"Eau de Toilette spray 100 ml";"0";"Aquolina";"Femmes";"PINK SUGAR";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/139493.jpg";"http://www.parfumreduc.com/product_info.php?products_id=351860";"1394931";"14"
"351859";"50";"140291";"35.86";"1";"0";"PINK SUGAR de Aquolina 140291";"Eau de Toilette Vaporisateur 50 ml";"0";"Aquolina";"Femmes";"PINK SUGAR";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/140291.jpg";"http://www.parfumreduc.com/product_info.php?products_id=351859";"140291";"14"
"3518591";"50";"1402911";"35.86";"1";"0";"PINK SUGAR de Aquolina 1402911";"Eau de Toilette spray 50 ml";"0";"Aquolina";"Femmes";"PINK SUGAR";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/140291.jpg";"http://www.parfumreduc.com/product_info.php?products_id=351859";"1402911";"14"
"351858";"50";"139832";"31.82";"1";"0";"PINK SUGAR de Aquolina 139832";"Eau de Toilette Vaporisateur 30 ml";"0";"Aquolina";"Femmes";"PINK SUGAR";"30 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/139832.jpg";"http://www.parfumreduc.com/product_info.php?products_id=351858";"139832";"14"
"3518581";"50";"1398321";"31.82";"1";"0";"PINK SUGAR de Aquolina 1398321";"Eau de Toilette spray 30 ml";"0";"Aquolina";"Femmes";"PINK SUGAR";"30 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/139832.jpg";"http://www.parfumreduc.com/product_info.php?products_id=351858";"1398321";"14"
"351856";"50";"197191";"39.09";"1";"0";"PINK SUGAR SENSUAL de Aquolina 197191";"Eau de Toilette Vaporisateur 100 ml";"0";"Aquolina";"Femmes";"PINK SUGAR SENSUAL";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/197191.jpg";"http://www.parfumreduc.com/product_info.php?products_id=351856";"197191";"14"
"3518561";"50";"1971911";"39.09";"1";"0";"PINK SUGAR SENSUAL de Aquolina 1971911";"Eau de Toilette spray 100 ml";"0";"Aquolina";"Femmes";"PINK SUGAR SENSUAL";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/197191.jpg";"http://www.parfumreduc.com/product_info.php?products_id=351856";"1971911";"14"
"351855";"31";"194875";"33.71";"1";"0";"PINK SUGAR SENSUAL de Aquolina 194875";"Eau de Toilette Vaporisateur 50 ml";"0";"Aquolina";"Femmes";"PINK SUGAR SENSUAL";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/194875.jpg";"http://www.parfumreduc.com/product_info.php?products_id=351855";"194875";"14"
"3518551";"31";"1948751";"33.71";"1";"0";"PINK SUGAR SENSUAL de Aquolina 1948751";"Eau de Toilette spray 50 ml";"0";"Aquolina";"Femmes";"PINK SUGAR SENSUAL";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/194875.jpg";"http://www.parfumreduc.com/product_info.php?products_id=351855";"1948751";"14"
"348372";"50";"154156";"30.48";"1";"0";"BLUE SUGAR de Aquolina 154156";"Eau de Toilette Vaporisateur 50 ml";"1";"Aquolina";"Hommes";"BLUE SUGAR";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/154156.jpg";"http://www.parfumreduc.com/product_info.php?products_id=348372";"154156";"14"
"3483721";"50";"1541561";"30.48";"1";"0";"BLUE SUGAR de Aquolina 1541561";"Eau de Toilette spray 50 ml";"1";"Aquolina";"Hommes";"BLUE SUGAR";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/154156.jpg";"http://www.parfumreduc.com/product_info.php?products_id=348372";"1541561";"14"
"281015";"31";"198626";"29.4";"1";"0";"PINK SUGAR SENSUAL de Aquolina 198626";"Eau de Toilette Vaporisateur 30 ml";"35";"Aquolina";"Femmes";"PINK SUGAR SENSUAL";"30 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/198626.jpg";"http://www.parfumreduc.com/product_info.php?products_id=281015";"198626";"14"
"2810151";"31";"1986261";"29.4";"1";"0";"PINK SUGAR SENSUAL de Aquolina 1986261";"Eau de Toilette spray 30 ml";"35";"Aquolina";"Femmes";"PINK SUGAR SENSUAL";"30 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/198626.jpg";"http://www.parfumreduc.com/product_info.php?products_id=281015";"1986261";"14"
"348053";"5";"155152";"48.79";"1";"0";"AQUASENSES de Aquolina 155152";"EAU DE SOIN Vaporisateur 100 ml";"0";"Aquolina";"Femmes";"AQUASENSES";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/155152.jpg";"http://www.parfumreduc.com/product_info.php?products_id=348053";"155152";"14"
"3480531";"5";"1551521";"48.79";"1";"0";"AQUASENSES de Aquolina 1551521";"EAU DE SOIN spray 100 ml";"0";"Aquolina";"Femmes";"AQUASENSES";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/155152.jpg";"http://www.parfumreduc.com/product_info.php?products_id=348053";"1551521";"14"
"242913";"6";"128719";"45.56";"1";"0";"ARAMIS LIFE de Aramis 128719";"Eau de Toilette Vaporisateur 50 ml";"53";"Aramis";"Hommes";"ARAMIS LIFE";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/128719.jpg";"http://www.parfumreduc.com/product_info.php?products_id=242913";"128719";"14"
"2429131";"6";"1287191";"45.56";"1";"0";"ARAMIS LIFE de Aramis 1287191";"Eau de Toilette spray 50 ml";"53";"Aramis";"Hommes";"ARAMIS LIFE";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/128719.jpg";"http://www.parfumreduc.com/product_info.php?products_id=242913";"1287191";"14"
"351515";"50";"186989";"66.03";"1";"0";"NEW WEST de Aramis 186989";"Eau de Toilette Vaporisateur 100 ml (NEW PACKAGING)";"0";"Aramis";"Hommes";"NEW WEST";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/186989.jpg";"http://www.parfumreduc.com/product_info.php?products_id=351515";"186989";"14"
"3515151";"50";"1869891";"66.03";"1";"0";"NEW WEST de Aramis 1869891";"Eau de Toilette spray 100 ml (NEW PACKAGING)";"0";"Aramis";"Hommes";"NEW WEST";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/186989.jpg";"http://www.parfumreduc.com/product_info.php?products_id=351515";"1869891";"14"
"273233";"25";"115448";"50.94";"1";"0";"ARAMIS de Aramis 115448";"Eau de Toilette Vaporisateur 60 ml";"2";"Aramis";"Hommes";"ARAMIS";"60 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/115448.jpg";"http://www.parfumreduc.com/product_info.php?products_id=273233";"115448";"14"
"2732331";"25";"1154481";"50.94";"1";"0";"ARAMIS de Aramis 1154481";"Eau de Toilette spray 60 ml";"2";"Aramis";"Hommes";"ARAMIS";"60 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/115448.jpg";"http://www.parfumreduc.com/product_info.php?products_id=273233";"1154481";"14"
"283068";"50";"211187";"66.03";"1";"0";"ARAMIS DEVIN de Aramis 211187";"EAU DE Eau de Cologne Vaporisateur 100 ml (NEW PACKING)";"13";"Aramis";"Hommes";"ARAMIS DEVIN";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/211187.jpg";"http://www.parfumreduc.com/product_info.php?products_id=283068";"211187";"14"
"2830681";"50";"2111871";"66.03";"1";"0";"ARAMIS DEVIN de Aramis 2111871";"EAU DE Eau de Cologne spray 100 ml (NEW PACKING)";"13";"Aramis";"Hommes";"ARAMIS DEVIN";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/211187.jpg";"http://www.parfumreduc.com/product_info.php?products_id=283068";"2111871";"14"
