"p.products_id";"products_quantity";"products_model";"products_price";"products_status";"products_ordered";"products_name";"products_description";"products_viewed";"m.manufacturers_name as marque";"p.gender as Gender";"p.gamme";"p.item_size";"p.type as Type";"products_image";"pd.products_id";"EAN";"frais_port"
"3478121";"50";"1278401";"24.82";"1";"0";"ADIDAS ICE DIVE de Adidas 1278401";"Eau de Toilette spray 100 ml";"0";"Adidas";"Hommes";"ADIDAS ICE DIVE";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/127840.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347812";"1278401";"14"
"347827";"50";"155354";"25.09";"1";"0";"ADIDAS PURE LIGHTNESS de Adidas 155354";"Eau de Toilette Vaporisateur 50 ml";"0";"Adidas";"Femmes";"ADIDAS PURE LIGHTNESS";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/155354.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347827";"155354";"14"
"3478271";"50";"1553541";"25.09";"1";"0";"ADIDAS PURE LIGHTNESS de Adidas 1553541";"Eau de Toilette spray 50 ml";"0";"Adidas";"Femmes";"ADIDAS PURE LIGHTNESS";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/155354.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347827";"1553541";"14"
"347824";"12";"174569";"24.82";"1";"0";"ADIDAS NATURAL VITALITY de Adidas 174569";"Eau de Toilette Vaporisateur 50 ml";"0";"Adidas";"Femmes";"ADIDAS NATURAL VITALITY";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/174569.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347824";"174569";"14"
"3478241";"12";"1745691";"24.82";"1";"0";"ADIDAS NATURAL VITALITY de Adidas 1745691";"Eau de Toilette spray 50 ml";"0";"Adidas";"Femmes";"ADIDAS NATURAL VITALITY";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/174569.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347824";"1745691";"14"
"347825";"50";"210907";"26.17";"1";"0";"ADIDAS PURE GAME de Adidas 210907";"Eau de Toilette Vaporisateur 100 ml (DEVELOPED WITH ATHLETES)";"0";"Adidas";"Hommes";"ADIDAS PURE GAME";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/210907.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347825";"210907";"14"
"3478251";"50";"2109071";"26.17";"1";"0";"ADIDAS PURE GAME de Adidas 2109071";"Eau de Toilette spray 100 ml (DEVELOPED WITH ATHLETES)";"0";"Adidas";"Hommes";"ADIDAS PURE GAME";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/210907.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347825";"2109071";"14"
"347797";"50";"135227";"24.01";"1";"0";"ADIDAS DYNAMIC PULSE de Adidas 135227";"Eau de Toilette Vaporisateur 50 ml";"0";"Adidas";"Hommes";"ADIDAS DYNAMIC PULSE";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/135227.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347797";"135227";"14"
"3477971";"50";"1352271";"24.01";"1";"0";"ADIDAS DYNAMIC PULSE de Adidas 1352271";"Eau de Toilette spray 50 ml";"0";"Adidas";"Hommes";"ADIDAS DYNAMIC PULSE";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/135227.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347797";"1352271";"14"
"347798";"50";"128803";"24.82";"1";"0";"ADIDAS DYNAMIC PULSE de Adidas 128803";"Eau de Toilette Vaporisateur 100 ml";"0";"Adidas";"Hommes";"ADIDAS DYNAMIC PULSE";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/128803.jpg";"http://www.parfumreduc.com/product_info.php?products_id=347798";"128803";"14"
